vendor_id;article_no;SKU;name;product_type;additional_attributes;configurable_variations;categories;description_short;description_long;product_features;ean_or_gtin_code;manufacturer_no;brand;price;currency;vat_rate;qty;weight;length;width;height;base_image;additional_images
;602258;;Fotbollsmål UNISPORT Lyft 5 x 2 m;FOTBOLL;;;Football;Fotbollsmål UNISPORT Lyft 5 x 2 m;7 mot 7 målet som är ett av våra mest populära fotbollsmål. Inkl. hjulsatsen ”Unisport Lyft”. Kan stå på hjul under träning. Mycket användarvänligt med lyfthandtag både bak och fram. Varmgalvade bakstöd, maximalt rostskydd. Djup 0,8/2 m. Exkl. nät som säljs separat.;;;;;11,988.40;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602258;
;602266;;Målvaktsbyxa SALMING;INNEBANDY;;;Floorball;Målvaktsbyxa SALMING;100% polyester med förstärkta knän. Justerbart bälte i midjan. Stretch i grenen för bästa rörlighet och passform. Stretchband under foten håller byxan på plats. Finns i 4 storlekar.;;;;;728.16;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602266;
;602267;;Målvaktsbyxa SALMING;INNEBANDY;;;Floorball;Målvaktsbyxa SALMING;100% polyester med förstärkta knän. Justerbart bälte i midjan. Stretch i grenen för bästa rörlighet och passform. Stretchband under foten håller byxan på plats. Finns i 4 storlekar.;;;;;1,052.06;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602267;
;602268;;Målvaktsbyxa SALMING;INNEBANDY;;;Floorball;Målvaktsbyxa SALMING;100% polyester med förstärkta knän. Justerbart bälte i midjan. Stretch i grenen för bästa rörlighet och passform. Stretchband under foten håller byxan på plats. Finns i 4 storlekar.;;;;;708.48;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602268;
;602269;;Målvaktsbyxa SALMING;INNEBANDY;;;Floorball;Målvaktsbyxa SALMING;100% polyester med förstärkta knän. Justerbart bälte i midjan. Stretch i grenen för bästa rörlighet och passform. Stretchband under foten håller byxan på plats. Finns i 4 storlekar.;;;;;728.16;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602269;
;602270;;Målvaktströja SALMING Junior;INNEBANDY;;;Floorball;Målvaktströja SALMING Junior;Skön och smidig målvaktströja i 100% polyester. Funktionsmaterial. Nu med vadderad framsida. Svart. Finns i 4 storlekar.;;;;;454.28;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602270;
;602271;;Målvaktströja SALMING Junior;INNEBANDY;;;Floorball;Målvaktströja SALMING Junior;Skön och smidig målvaktströja i 100% polyester. Funktionsmaterial. Nu med vadderad framsida. Svart. Finns i 4 storlekar.;;;;;454.28;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602271;
;602272;;Målvaktströja SALMING Senior;INNEBANDY;;;Floorball;Målvaktströja SALMING Senior;Skön och smidig målvaktströja i 100% polyester. Funktionsmaterial. Nu med vadderad framsida. Svart. Finns i 4 storlekar.;;;;;481.34;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602272;
;602273;;Målvaktströja SALMING Senior;INNEBANDY;;;Floorball;Målvaktströja SALMING Senior;Skön och smidig målvaktströja i 100% polyester. Funktionsmaterial. Nu med vadderad framsida. Svart. Finns i 4 storlekar.;;;;;481.34;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602273;
;602274;;Målvaktsknäskydd SALMING;INNEBANDY;;;Floorball;Målvaktsknäskydd SALMING;Ergonomiskt utformade knäskydd med skön vaddering. Finns i 3 storlekar.;;;;;462.48;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/602274;
;602275;;Målvaktsknäskydd SALMING;INNEBANDY;;;Floorball;Målvaktsknäskydd SALMING;Ergonomiskt utformade knäskydd med skön vaddering. Finns i 3 storlekar.;;;;;462.48;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/602275;
;602276;;Målvaktsknäskydd SALMING;INNEBANDY;;;Floorball;Målvaktsknäskydd SALMING;Ergonomiskt utformade knäskydd med skön vaddering. Finns i 3 storlekar.;;;;;462.48;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/602276;
;602277;;Skyddsväst SALMING;INNEBANDY;;;Floorball;Skyddsväst målvakt SALMING;Vadderad väst som bärs under målvaktströjan som skydd mot hårda skott. Funktionsmaterial. Svart. Finns i 3 storlekar.;;;;;576.46;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602277;
;602278;;Skyddsväst SALMING;INNEBANDY;;;Floorball;Skyddsväst målvakt SALMING;Vadderad väst som bärs under målvaktströjan som skydd mot hårda skott. Funktionsmaterial. Svart. Finns i 3 storlekar.;;;;;576.46;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602278;
;602279;;Skyddsväst SALMING;INNEBANDY;;;Floorball;Skyddsväst målvakt SALMING;Vadderad väst som bärs under målvaktströjan som skydd mot hårda skott. Funktionsmaterial. Svart. Finns i 3 storlekar.;;;;;576.46;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602279;
;602280;;Målvaktshandskar SALMING;INNEBANDY;;;Floorball;Målvaktshandskar SALMING;Välsittande smidiga målvaktshandskar med ventilerande mesh på ovansidan. Finns i 3 storlekar.;;;;;214.02;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/602280;
;602281;;Målvaktshandskar SALMING;INNEBANDY;;;Floorball;Målvaktshandskar SALMING;Välsittande smidiga målvaktshandskar med ventilerande mesh på ovansidan. Finns i 3 storlekar.;;;;;231.24;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/602281;
;602282;;Målvaktshandskar SALMING;INNEBANDY;;;Floorball;Målvaktshandskar SALMING;Välsittande smidiga målvaktshandskar med ventilerande mesh på ovansidan. Finns i 3 storlekar.;;;;;231.24;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/602282;
;602283;;Målvaktshjälm SALMING Core;INNEBANDY;;;Floorball;Målvaktshjälm SALMING Core Junior One size;Salmings Core-hjälm i ny cool design med tunt CatEye-galler. Junior One Size.;;;;;566.62;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602283;
;602284;;Skotträningsduk SALMING Senior;INNEBANDY;;;Floorball;Skotträningsduk SALMING senior;För skotträning. 100% polyester. Enkel att montera, fästs med velcro. One Size, passar mål med reglementsenliga mått (se art nr 313500 och 602861). Svart.;;;;;333.74;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602284;
;602313;;Digital tryckmätare;FÖRBRUKN;;;Other;Digital tryckmätare för bollar;Digital tryckmätare som mäter lufttrycket i dina bollar.;;;;;514.96;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602313;
;602318;;Gymnastikkäpp av trä;GYMNASTIK;;;AG/RG/Trampoline;Gymnastikkäpp av trä;150 cm lång gymnastikkäpp i trä.;;;;;63.14;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602318;
;602338;;Innebandy & streetbandy-set;INNEBANDY;;;Floorball;Streetbandy-Set;Set med 12 innebandyklubbor i hårdplast samt 3 vita bollar med slät yta. Två färger. Bladen är helfyllda, vilket gör dem slitstarka även på asfalt. Finns i två längder.;;;;;637.14;SEK;25%;FP;;;;;https://webshop.unisport.com/se_sv/image/602338;
;602352;;Innebandyvagn med bollfack;INNEBANDY;;;Storage;Innebandyvagn med bollfack;Vagn på två hjul i svart pulverlackerad ståltråd med bollfack på dörren. Rymmer 25-30 klubbor och ca 10 bollar. Låsbar. HxBxD 1250x400x400 mm.;;;;;2,724.86;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602352;
;602353;;Bollvagn med lock;FÖRBRUKN;;;Storage;Bollvagn med lock;Vagn i svart pulverlackerad ståltråd, på hjul. Plats för ca 20 stora bollar. Mellanvägg för separering av olika bollsorter. Dubbelt lock. Låsbar. L 900 x B 500 x H 930 mm;;;;;2,826.54;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602353;
;602354;;Kubbspel med nummer;FÖRBRUKN;;;Play & Games;Kubbspel med nummer;Senaste varianten av kubb. Komplett set med 12 kubbar, kastpinne och spelregler.;;;;;264.04;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/602354;
;602360;;Badmintonrack Yonex Alu;BADMINTON;;;Badminton;Badmintonrack YONEX MP;ISO-huvud som ger 32% större träffyta. Skaft av grafit, huvud av aluminium. Utanpåliggande T-stycke. Det absolut bästa nybörjarracket som finns, lättspelat både för vuxna och barn. Vikt 93 g. Inkl. 3/4-fodral.;;;;;451;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602360;
;602362;;Discgolf-disc Driver INNOVA;FÖRBRUKN;;;DiscGolf;Discgolf-disc Driver;Leopard borde vara allas första driver med dess utmärkta glid och förlåtande flykt för långa och raka kast. Oavsett skicklighet kan Leopard ge dig de där åtråvärda S-kurvorna för längre utkast. Säljs per st och i 10-pack.;;;;;192.7;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602362;
;602363;;Kettlebell ALL IN SPORT;STYRKETRÄN;;;Other;Kettlebell ALL IN SPORT;Kettlebells är ett träningsredskap som använts i över 100 år. Kettlebellsträning är funktionell, dynamisk och mycket effektiv. Handtaget gör dem lätta att greppa och hantera. Finns i 12 olika vikter.;;;;;132.84;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602363;
;602366;;Kettlebell ALL IN SPORT;STYRKETRÄN;;;Other;Kettlebell ALL IN SPORT;Kettlebells är ett träningsredskap som använts i över 100 år. Kettlebellsträning är funktionell, dynamisk och mycket effektiv. Handtaget gör dem lätta att greppa och hantera. Finns i 12 olika vikter.;;;;;218.94;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602366;
;602367;;Kettlebell ALL IN SPORT;STYRKETRÄN;;;Other;Kettlebell ALL IN SPORT;Kettlebells är ett träningsredskap som använts i över 100 år. Kettlebellsträning är funktionell, dynamisk och mycket effektiv. Handtaget gör dem lätta att greppa och hantera. Finns i 12 olika vikter.;;;;;303.4;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602367;
;602368;;Kettlebell ALL IN SPORT;STYRKETRÄN;;;Other;Kettlebell ALL IN SPORT;Kettlebells är ett träningsredskap som använts i över 100 år. Kettlebellsträning är funktionell, dynamisk och mycket effektiv. Handtaget gör dem lätta att greppa och hantera. Finns i 12 olika vikter.;;;;;405.08;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602368;
;602369;;Kettlebell ALL IN SPORT;STYRKETRÄN;;;Other;Kettlebell ALL IN SPORT;Kettlebells är ett träningsredskap som använts i över 100 år. Kettlebellsträning är funktionell, dynamisk och mycket effektiv. Handtaget gör dem lätta att greppa och hantera. Finns i 12 olika vikter.;;;;;505.12;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602369;
;602370;;Kettlebell ALL IN SPORT;STYRKETRÄN;;;Other;Kettlebell ALL IN SPORT;Kettlebells är ett träningsredskap som använts i över 100 år. Kettlebellsträning är funktionell, dynamisk och mycket effektiv. Handtaget gör dem lätta att greppa och hantera. Finns i 12 olika vikter.;;;;;607.62;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602370;
;602371;;Fotboll ALL IN SPORT Futsal;FOTBOLL;;;Football;Fotboll ALL IN SPORT Futsal;Futsalboll med låg studs för inomhusspel. Storlek 4.;;;;;281.26;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602371;
;602385;;Ribba till hinderbock;FRIIDROTT;;;Other;Ribba för hinderbock 396 cm;Ribba för fristående hinderbock (se art 875120). Finns i 2 längder, 396 cm och 500 cm.;;;;;3,635.06;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602385;
;602387;;Ribba till hinderbock vid vattengrav;FRIIDROTT;;;Other;Ribba hinderbock vattengrav;Ribba för hinderbock vid vattengrav (se art 875121 för underrede). Längd 366 cm.;;;;;3,432.52;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602387;
;602388;;Ribba till hinderbock;FRIIDROTT;;;Other;Ribba för hinderbock 500 cm;Ribba för fristående hinderbock (se art 875120). Finns i 2 längder, 396 cm och 500 cm.;;;;;3,938.46;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602388;
;602396;;Streetbasketmål EURO COURT Trippel;BASKET;;;Basketball;Streetbasketmål med 3 tavlor;Kul basketmål för utomhusbruk. 3 tavlor i olika höjder på samma stolpe. Galvaniserad stolpe och armar i fyrkantsprofil 100x100x3 mm. Väderbeständiga, fan-shaped tavlor BxH 1200x900 mm. Ringar, nät och markhylsa ingår.;;;;;17,133.08;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602396;
;602399;;Handboll SELECT Solera;BOLLAR;;;Handball;Handboll SELECT Solera Strl 3;Handboll av högsta kvalitet för matchspel. Officiell storlek och vikt. Godkänd av EHF. Finns i 3 storlekar (omkrets strl. 2: 54-56 cm, strl. 3: 58-60 cm).;;;;;333.74;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602399;
;602400;;Handboll SELECT Solera;BOLLAR;;;Handball;Handboll SELECT Solera Strl 2;Handboll av högsta kvalitet för matchspel. Officiell storlek och vikt. Godkänd av EHF. Finns i 3 storlekar (omkrets strl. 2: 54-56 cm, strl. 3: 58-60 cm).;;;;;333.74;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602400;
;602401;;Fotboll SELECT Super IMS;BOLLAR;;;Football;Fotboll SELECT Super IMS;Match- och träningsboll från Select. FIFA-godkänd. Storlek 5.;;;;;562.52;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602401;
;602416;;Bordtennisbord CORNILLEAU Sport 250 Indoor;FÖRBRUKN;;;Tabletennis;Bordtennisbord Sport 250 Indoor;Inomhusbord i modern design och mycket stabil benkonstruktion. Inbyggt racket- och bollförvaringsställ. Hjul med bromsar för extra stabilitet. 19 mm skiva. Playbackläge. Ihopfällbart - tar liten förvaringsplats. Mått ihopfällt 1830x750x1550 mm. Handikappanpassad benställning. Inkl. nätställning.;;;;;5,554.68;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602416;
;602421;;Volleyboll MIKASA MVA 300;BOLLAR;;;Volleyball;Volleyboll MIKASA V300W;En match- och träningsboll från Mikasa som ersätter MVA300 som godkänd matchboll för nationella tävlingar. Ytan är gjord av Super Soft PU Micfiber med Singel Dimple överdrag. Designen är en 18 panelsboll för att få en stabil areodynamisk förmåga och ge spelaren bättre kontroll. Vikt: 260-270 gram.;;;;;671.58;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602421;
;602422;;Volleyboll MIKASA MVA 330;BOLLAR;;;Volleyball;Volleyboll MIKASA V330W;En nyutvecklad träningsvolleyboll i läderkomposit som garanterar lång livslängd. Tålig och mjuk. 260-270 g.;;;;;454.28;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602422;
;602427;;Prylbälte UNISPORT;FÖRBRUKN;;;Storage;Pryl-Bältet;Praktiskt sätt att förvara och transportera olika produkter såsom koner, lagvästar och lagband.;;;;;45.92;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602427;
;602428;;Reaktionsträningsbälte;FÖRBRUKN;;;Functional training;Reaktionsträningsbälte;Ett roligt och effektivt sätt att träna fint- respektive markeringsförmåga. 2 personer krävs per lina. Linan har ett spänne som löser ut sig automatiskt då motståndet blir för stort.;;;;;233.7;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/602428;
;602429;;Bollväska ALL IN SPORT;FÖRBRUKN;;;Storage;Bollväska stor med axelrem;Vår populära förvaringsväska i slitstark nylon med nätsidor och rejäla bärhandtag. Stor - med plats för ca 12 fotbollar. Liten - med plats för ca 7 fotbollar.;;;;;252.56;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602429;
;602430;;Bollväska ALL IN SPORT;FÖRBRUKN;;;Storage;Förvaringsväska;Vår populära förvaringsväska i slitstark nylon med nätsidor och rejäla bärhandtag. Stor - med plats för ca 12 fotbollar. Liten - med plats för ca 7 fotbollar.;;;;;172.2;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602430;
;602431;;Höjdhoppställning UNISPORT Standard;FRIIDROTT;;;Jumping;Höjdhoppställning UNISPORT Standard;Höjdhoppställning med kraftig fot. Enkel att justera i höjd. Finns i två modeller.  602431 30 - 210 cm. 602432 30 - 250 cm.;;;;;1,870.42;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602431;
;602432;;Höjdhoppställning UNISPORT Standard;FRIIDROTT;;;Jumping;Höjdhoppställning UNISPORT Standard;Höjdhoppställning med kraftig fot. Enkel att justera i höjd. Finns i två modeller.  602431 30 - 210 cm. 602432 30 - 250 cm.;;;;;2,273.86;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602432;
;602433;;Måttband glasfiber;FRIIDROTT;;;Other;Måttband glasfiber 10 m;Måttband i glasfiber till ett mycket bra pris som finns i 5 längder. 10 och 20 meters utan handtag. 30, 50 och 100 meter med handtag.;;;;;211.56;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602433;
;602434;;Måttband glasfiber;FRIIDROTT;;;Other;Måttband glasfiber 20 m;Måttband i glasfiber till ett mycket bra pris som finns i 5 längder. 10 och 20 meters utan handtag. 30, 50 och 100 meter med handtag.;;;;;233.7;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602434;
;602435;;Måttband glasfiber;FRIIDROTT;;;Other;Måttband glasfiber 30 m;Måttband i glasfiber till ett mycket bra pris som finns i 5 längder. 10 och 20 meters utan handtag. 30, 50 och 100 meter med handtag.;;;;;273.06;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602435;
;602436;;Måttband glasfiber;FRIIDROTT;;;Other;Måttband glasfiber 50 m;Måttband i glasfiber till ett mycket bra pris som finns i 5 längder. 10 och 20 meters utan handtag. 30, 50 och 100 meter med handtag.;;;;;383.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602436;
;602437;;Måttband glasfiber;FRIIDROTT;;;Other;Måttband glasfiber 100 m;Måttband i glasfiber till ett mycket bra pris som finns i 5 längder. 10 och 20 meters utan handtag. 30, 50 och 100 meter med handtag.;;;;;738;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602437;
;602438;;Bågar för passningsträning;FOTBOLL;;;Football;Bågar för passningsträning;Roligt träningsredskap som kan användas som hjälpmedel vid många övningar, t.ex. passningsträning för att öka bollkontroll och precision. 6-pack.;;;;;454.28;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/602438;
;602442;;Goalballboll, träning;FÖRBRUKN;;;Other;Goalball boll, träning 1 kg;Goalball-bollen rullas och bästa sättet att lokalisera den är genom att använda hörseln och lyssna efter ljuden från bjällran som finns inuti. Goalball-bollen är mjuk, 20 cm i diameter och väger 1 kg. För ögonbindel se art 602443.;;;;;405.08;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602442;
;602443;;Ögonbindel;FÖRBRUKN;;;Other;Goalball bindel för ögon;Ögonbindeln i vadderat tyg och resårband som exempelvis kan användas till Goalball. Köp även Goalball-boll, se art 602442.;;;;;101.68;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602443;
;602444;;Airhockeybord Coliseum 7;FÖRBRUKN;;;Play & Games;Airhockeybord Coliseum 7'';Airhockeybord med kraftfull motor som drivs av 230 V och spelyta melamin-finish. Med räknare och justerbara ben. Inkl puck och puchers. Vikt 80 kg. Yttermått: 2130 x 1120 x 810 mm.;;;;;10,102.40;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602444;
;602448;;Styltor;FÖRBRUKN;;;Play & Games;Styltor 180 cm;180 cm långa styItor i trä. 2 olika höjdlägen. Bra balans och koordinationsträning.;;;;;431.32;SEK;25%;PAR;;;;;https://webshop.unisport.com/se_sv/image/602448;
;602472;;Minimål/pallplintvagn;GYMNASTIK;;;Storage;Minimål/pallplintvagn;Praktisk förvaringsvagn på kullagrade gummihjul som sparar plats i förrådsutrymmen och underlättar transportering av mål och annan utrustning. LxBxH 1125x700x950 mm. Flak av lackerad spånskiva med vinkeljärnsram. Plats för 4 stapelbara minimål eller 6 pallplintar.;;;;;2,523.14;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/602472;
